Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ghana,37.91421289,38.038148,38.16208311,38.28601393,38.40994904,38.53388415,38.65781926,38.78175438,38.9056852,39.02962031,39.15355542,39.28012571,39.40669601,39.53327059,39.65984089,39.78641118,39.91122612,40.03603676,40.1608517,40.28566234,40.41047728,40.53529222,40.66010286,40.784917799999995,40.90972844,41.03454338,41.15935831
Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,29.56210321,29.41559499,29.26908677,29.12257854,28.97607032,28.829562100000004,28.68305388,28.53654566,28.39003744,28.24352922,28.097021,27.95051278,27.80400456,27.65749634,27.51098812,27.3644799,27.21797168,27.07146345,26.92495523,26.77844701,26.63193879,26.48543057,26.33892235,26.19241413,26.04590591,25.89939769,25.75288947
"Gambia, The",43.67588933,43.86363576,44.05138219,44.23913164,44.42687807,44.61462451,44.80237094,44.99011737,45.17786682,45.36561325,45.55335968,45.75098814,45.9486166,46.14624506,46.34387352,46.54150198,46.71936638,46.8972338,47.07509821,47.25296563,47.43083004,47.58893341,47.74703678,47.90513713,48.063240500000006,48.22134387,48.37944724
Guinea-Bissau,78.80512091,78.46372341,78.12233459999999,77.78093709999999,77.43954828,77.09815078,76.75675328,76.41536447,76.07396697,75.73257815,75.39118065,75.04978316,74.70839434,74.36699684,74.02560802,73.68421053,73.32859175,72.97297297,72.61735420000001,72.26173542,71.90611664,71.55049787,71.19487909,70.83926031,70.48364154,70.12802276,69.77240398
Eq. Guinea,66.31016043,65.89304987,65.47593496,65.05882439999999,64.64170949,64.22459893,63.80748837,63.39037346,62.973262899999995,62.55614799,62.13903743,61.72549107,61.311944700000005,60.89839398,60.48484761,60.07130125,59.65062215,59.22994739,58.80926829,58.38859354,57.96791444,57.55436807,57.14082171,56.72727099,56.31372462,55.90017825,55.48663189
Greece,25.59348332,25.82777309,26.06206286,26.29635452,26.53064429,26.76493406,26.99922383,27.23351359,27.46780526,27.70209503,27.93638479,28.17067456,28.40496433,28.63925599,28.87354576,29.10783553,29.342125300000003,29.57641507,29.81070673,30.044996500000003,30.27928627,30.51357604,30.74786581,30.98215747,31.21644724,31.45073701,31.68502677
Grenada,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756,49.97058756
Greenland,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.00064384,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997,0.000535997
Guatemala,44.30757745,43.80365808,43.29973871,42.79581934,42.29189996,41.78798059,41.28406122,40.78014184,40.27622247,39.7723031,39.26838373,38.76446435,38.26054498,37.75662561,37.25270623,36.74878686,36.34565182,35.94251678,35.53937945,35.13624441,34.73310937,34.393431299999996,34.05375094,33.71407287,33.37439252,33.03471445,32.69503637
Guam,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963,46.2962963
Guyana,84.63296927,84.61366126,84.59436317,84.57505517,84.55575708,84.53644907,84.51714107,84.49784298,84.47853497,84.45923689,84.43992888,84.41960884,84.3992888,84.37896876,84.35864872,84.33832868,84.31191659,84.28549459,84.25908249999999,84.2326605,84.20624841,84.15544831,84.10464821,84.05384811,84.00304801,83.9522479,83.9014478
High income,28.45078444,28.47785963,28.50506868,28.53166083,28.55820419,28.58474781,28.61131622,28.58180774,28.60837354,28.63489095,28.65426256,28.66517647,28.675448499999998,28.68579692,28.69668406,28.70748414,28.71877308,28.72947024,28.75251805,28.76259218,28.77211253,28.80458925,28.83935497,28.87049664,28.90282051,28.93554036,28.95943189
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,72.71427295,71.15560012,69.59692729999999,68.03825011,66.47957728,64.92090446,63.36223164,61.80355881,60.24488162,58.686208799999996,57.12753597,56.05505407,54.98257217,53.91009027,52.83760837,51.76512646,50.69264456,49.62016266,48.54768076,47.47519886,46.40271695,45.33023505,44.25775315,43.18527125,42.11278935,41.04030744,39.96782554
Heavily indebted poor countries (HIPC),35.64588965,35.49078675,35.33104959,33.994204100000005,33.83747639,33.68074743,33.52401847,33.36729076,33.21056155,33.05383382,32.89710488,32.74997445,32.60284483,32.45571458,32.30858496,32.16145453,31.99294751,31.82444126,31.655934100000003,31.48742785,31.31764129,31.1848419,31.05250291,30.92015417,30.78781523,30.655475399999997,30.52313557
Croatia,33.08889286,33.08889286,33.21409408,33.27669469,33.339295299999996,33.4018959,33.42265095,33.48517328,33.58969773,33.65229834,33.71489894,33.779287700000005,33.84367647,33.90806741,33.94210194,34.00643317,34.06719129,34.12794941,34.18870535,34.24946347,34.31022159,34.31736999,34.32451839,34.3316646,34.338813,34.3459614,34.3531098
Haiti,4.2089985489999995,4.18359953,4.158200235,4.132801216,4.107401921,4.082002903,4.056603883999999,4.031204589,4.005805571000001,3.980406275,3.9550072569999997,3.92597957,3.89695216,3.867924473,3.838897063,3.8098693760000004,3.780841689,3.751814279,3.722786592,3.693759182,3.664731495,3.635703808,3.6066763980000003,3.577648711,3.5486213010000003,3.5195936139999997,3.490565927
Hungary,20.04005786,20.16913292,20.29820798,20.42955763,20.55864706,20.68773648,20.816825899999998,20.95991037,21.089087399999997,21.21826308,21.39031466,21.53760267,21.68489204,21.83218004,21.97946941,22.12922665,22.26983568,22.41044472,22.55105511,22.461062899999998,22.60024301,22.65105598,22.70186625,22.75267921,22.80348948,22.85430244,22.90511541
IBRD only,34.49388756,34.44160045,34.38934439,34.33880364,34.28876632,34.23782412,34.18557306,34.13281608,34.093151500000005,34.03736797,33.99551977,33.97964449,33.96418029,33.94807354,33.93155798,33.91522004,33.912260700000004,33.90769003,33.90338585,33.89987348,33.89508217,33.88756031,33.88015746,33.87277131,33.865255499999996,33.85777221,33.85028373
IDA & IBRD total,33.5316261,33.44931991,33.36613288,33.08513615,33.0055077,32.92277578,32.83910341,32.75507375,32.68037474,32.5941821,32.51778527,32.46867466,32.41985556,32.37064892,32.32171104,32.27228718,32.23661977,32.19985048,32.16336175,32.12736166,32.0902428,32.04875664,32.00749702,31.96621958,31.92524086,31.88387428,31.84249625
IDA total,30.62121236,30.44820219,30.27146555,29.45192451,29.28571971,29.11100081,28.93626977,28.76155221,28.58683217,28.41211523,28.23699488,28.09166145,27.94632981,27.80122962,27.6579902,27.51270199,27.38256848,27.25256244,27.12286175,26.9929352,26.86230081,26.72248991,26.58314405,26.44370199,26.305511199999998,26.16599628,26.02645655
IDA blend,24.39780383,24.19256706,23.99311115,23.79044215,23.58813912,23.38583177,23.18348653,22.98118176,22.77887227,22.57656782,22.37429502,22.20866344,22.04303337,21.87744072,21.71177391,21.54610616,21.43821829,21.33033087,21.22244276,21.11455702,21.00681023,20.82612668,20.64541186,20.46466096,20.28401419,20.10329741,19.92258127
Indonesia,65.43771425,64.38139207,63.3250699,62.26875204,61.21242986,60.15610769,59.09978551,58.04346334,56.98714547,55.9308233,54.87450112,54.703158900000005,54.53181667,54.36047013,54.189127899999995,54.01778568,53.63966063,53.26153557,52.88341052,52.50528547,52.12716042,51.74936743,51.37157445,50.99377715,50.61598417,50.23819118,49.8603982
IDA only,32.80114599,32.63931073,32.47053179,31.32480633,31.17126511,31.00567309,30.84008062,30.67448949,30.50889659,30.34330611,30.17712723,30.03851103,29.89989672,29.76159545,29.625980600000005,29.48744721,29.34993255,29.21259952,29.07570247,28.93848223,28.80018872,28.67387381,28.54823746,28.42248037,28.29846716,28.17259188,28.04668084
Isle of Man,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506
India,21.50518467,21.55398799,21.60279001,21.65159333,21.70039535,21.74919867,21.798002,21.84680401,21.89560734,21.94440935,21.99321268,22.14920569,22.30520134,22.46119435,22.61719,22.77318301,22.91316839,23.05315114,23.19313652,23.33311927,23.47310465,23.53310701,23.59310938,23.65311437,23.71311674,23.77311911,23.83312147
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,6.749891131,6.996661344,7.243286257,7.49005647,7.736681383,7.983451596,8.230076509,8.476846722000001,8.723472521,8.970242734,9.216867647,9.390767785,9.564523507,9.738423645,9.912323782,10.08622481,10.17564233,10.26491544,10.35447826,10.44389578,10.53316889,10.61561907,10.69806924,10.78037412,10.86282518,10.94527536,11.02772554
Iran,5.572373812,5.58769833,5.603023447000001,5.618347964,5.6336724810000005,5.6489969989999995,5.664321516,5.679646032999999,5.694970551,5.710295068,5.7256195860000005,5.893391244,6.061169497000001,6.228941155,6.396718808999999,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066,6.564491066
Iraq,1.838260512,1.841461519,1.844662386,1.8478633930000001,1.85106426,1.854265267,1.857466274,1.8606671419999998,1.863868149,1.8670690159999999,1.8702700230000002,1.87347103,1.8766718969999998,1.879872904,1.883073772,1.886274779,1.886274779,1.886274779,1.886274779,1.89952109,1.89952109,1.89952109,1.89952109,1.90036115,1.90036115,1.90036115,1.90036115
Iceland,0.160598508,0.173266841,0.18593515600000002,0.19860349,0.211271823,0.223940157,0.236608472,0.24927680600000002,0.261945139,0.274613473,0.287281788,0.302643393,0.31800497899999997,0.333366565,0.34872817,0.36408977600000003,0.37645887,0.388827926,0.40119702,0.413566076,0.42593517,0.438902743,0.451870317,0.46483789,0.47780550200000005,0.490773075,0.503740648
Israel,6.099815157,6.196857952999999,6.293900044,6.39094284,6.487984931000001,6.585027726,6.682070522,6.779112613,6.876155409,6.9731975,7.070240296000001,7.088724302,7.107209012999999,7.12569302,7.144177731,7.162661738,7.153419734,7.144177731,7.134935023,7.12569302,7.116451017,7.218114462000001,7.3197779060000006,7.421442057,7.523105501,7.6247689460000005,7.726432391
Italy,25.80667097,26.07153753,26.33640408,26.6012723,26.86613885,27.13100541,27.39587196,27.66073852,27.92560673,28.19047162,28.45533984,28.72054673,28.98575363,29.24797715,29.513157,29.77833685,29.96124228,30.14414772,30.32705647,30.50996191,30.69286734,30.87577278,31.05867821,31.24158697,31.4244924,31.60739784,31.79030327
Jamaica,31.819021799999998,31.78485789,31.75069117,31.71652726,31.68236335,31.64819945,31.61403554,31.57987163,31.54570772,31.511540999999998,31.47737709,31.44598315,31.41458922,31.38319528,31.35180134,31.32040741,31.281625,31.242842600000003,31.20406301,31.16528061,31.12650103,31.09141286,31.05632468,31.02123651,30.98614834,30.95106299,30.91597482
Jordan,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032,1.09822032
Japan,68.43115743,68.41086015,68.39056286,68.37027093,68.34997364,68.32967636,68.32811964,68.30781679,68.28751929,68.26721644,68.24691358,68.27928884,68.31165874,68.34403399,68.37640389,68.40877915,68.42578661,68.44279943,68.45980688,68.47681970000001,68.48443286,68.47910573,68.47377875,68.46938561,68.46499783,68.46061005,68.45622227
Kazakhstan,1.267548246,1.267548246,1.2633255909999999,1.261214173,1.259102845,1.256991518,1.25488019,1.252768862,1.250657444,1.248546117,1.246434789,1.244360448,1.242286198,1.240211857,1.238137607,1.236063266,1.2339889259999999,1.231914675,1.229840335,1.227766084,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001,1.2256917440000001
Kenya,8.300242471,8.095195918,7.890150222999999,7.685103669,7.480057974,7.275011421,7.069965296,6.8649191720000005,6.659872619,6.454826495,6.24978037,6.42196999,6.594159609,6.766349228999999,6.938538847999999,7.110728468,7.175036191,7.239343914,7.30365078,7.367958503,7.432266226,7.49657395,7.560881673,7.625188538,7.6894962620000005,7.753803985,7.818111707999999
Kyrgyz Republic,4.3587069860000005,4.3587069860000005,4.383628933,4.3950467710000005,4.406464928,4.417883084,4.429301241,4.440719398,4.452137554,4.463555711000001,4.474973868,4.486444213,4.497914558,4.509384903,4.52085493,4.532325275,4.3318041019999995,4.1312826110000005,3.93076112,3.730239948,3.529718457,3.488008342,3.4462982269999998,3.404588113,3.362877998,3.321167883,3.279457769
Cambodia,73.32880127,72.53682413,71.74484699,70.95286432,70.16088718,69.36891004,68.5769329,67.78495576,66.99297309,66.20099595,65.40901881,64.48561070000001,63.56220258,62.63879447,61.71538636,60.79197825,60.07024478,59.34851686,58.62678339,57.90505546,57.183322,56.46158854,55.73986061,55.01812715,54.29639922,53.57466576,52.8529323
Kiribati,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953
St. Kitts and Nevis,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231
"Korea, Rep.",66.03773585,65.95272449,65.8677182,65.78270685,65.69770055,65.6126892,65.52767784,65.44267155,65.35766019,65.2726539,65.18764255,64.93074119,64.82900924,64.75413425,64.67258932,64.58440888,64.49628305,64.40156629,64.28704191,64.1726777,64.01234568,63.94073364,63.78378178,63.62983643,63.54921582,63.46143979,63.35483649
Kuwait,0.19360269600000002,0.20145903,0.209315377,0.21717171100000002,0.22502807100000002,0.232884405,0.24074073899999998,0.248597072,0.256453433,0.264309766,0.27216609999999997,0.280022434,0.287878794,0.295735128,0.303591462,0.311447822,0.319304156,0.32716049,0.335016823,0.342873184,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005,0.35072951700000005
Latin America & Caribbean (excluding high income),52.59557581,52.35602347,52.11647628,51.87692442,51.63737625,51.39782438,51.1582736,50.91872619,50.75504974,50.51514209,50.27523373,50.02211089,49.77163056,49.5184698,49.26530756,49.01209481,48.82141278,48.63067861,48.43997198,48.24926348,48.0585563,47.92666959,47.79689266,47.67165994,47.54132455,47.41048725,47.279650200000006
Lao PDR,76.45104155,75.96624682,75.48145208,74.99666581,74.51187107,74.02707634,73.54224775,73.05745302,72.57265828,72.08787201,71.60307727,71.90091191,72.19878886,72.4966235,72.79450045,73.09233508,73.91196213,74.73158917,75.55121622,76.37084326,77.19047031,78.01009735,78.8297244,79.64935144,80.46897849,81.28860553,82.10823257
Lebanon,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.8054741,12.91300157,13.02052756,13.12805504,13.23558103,13.3431085,13.35092882,13.35874914,13.36656945,13.37438977,13.38220859,13.39002891,13.39784922,13.40566954,13.41348986,13.42131017,13.42913049
Liberia,51.17317276,50.86171096,50.55024917,50.23878738,49.92732558,49.61586379,49.30440199,48.9929402,48.68147841,48.37001661,48.05855482,47.74709302,47.43563123,47.12416944,46.81270764,46.50124585,46.18978405,45.87832226,45.56686047,45.25539867,44.94393688,44.63247508,44.32101329,44.0095515,43.698089700000004,43.38662791,43.07516611
Libya,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688
St. Lucia,35.73770367,35.63934389,35.54098411,35.44262433,35.34426142,35.24590164,35.14754186,35.04917895,34.95081917,34.85245939,34.75409961,34.655736700000006,34.55737692,34.45901714,34.36065424,34.26229446,34.16393468,34.0655749,33.96721199,33.86885221,33.77049243,33.67213265,33.57376974,33.47540996,33.37705018,33.27868727,33.18032749
Latin America & Caribbean,51.03119523,50.80940919,50.58762756,50.36584197,50.144059399999996,49.92227329999999,49.70048824,49.4787064,49.32691387,49.10481537,48.88271667,48.64529285,48.410308,48.17284965,47.93538943,47.69788302,47.52017689,47.34242157,47.16469233,46.98696073,46.80923138,46.69964853,46.59201574,46.48858974,46.38044314,46.27183309,46.16329869
Least developed countries: UN classification,33.97292064,33.80978284,33.64211941,32.41884862,32.26714469,32.1028049,31.93846466,31.77412617,31.60978579,31.4454474,31.2804913,31.14037977,31.00026965,30.86015848,30.72316667,30.58314423,30.44749943,30.31195928,30.176861100000004,30.04142243,29.904837800000003,29.775359100000003,29.646594800000003,29.51770317,29.38870373,29.25970278,29.13065758
Low income,29.83748005,29.69408479,29.54472162,28.32002173,28.17371494,28.02740677,27.88109861,27.73479181,27.58848343,27.4421766,27.29516867,27.15963949,27.02411139,26.88895663,26.75346583,26.61793457,26.47629509,26.33475415,26.19323162,26.05171007,25.90885918,25.79194235,25.67551029,25.55906792,25.44482394,25.32837364,25.21193079
Liechtenstein,40.625,40.87499976,41.12499952,41.37499928,41.62499905,41.87499881,42.12499857,42.37500131,42.62500107,42.87500083,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006
Sri Lanka,36.42162335,36.27491706,36.12821077,35.9815006,35.83479431,35.68808802,35.54138174,35.39467545,35.24796527,35.10125899,34.9545527,34.71854491,34.48253711,34.24653321,34.01052542,33.77451762,33.72667836,33.6788391,33.63099984,33.58316058,33.53532132,33.43007339,33.32482935,33.21958143,33.11433739,33.00908946,32.90384153
Lower middle income,32.42262476,32.21677017,32.01317192,31.80729594,31.612414500000003,31.40660992,31.20078926,30.99498427,30.78917901,30.58337422,30.39934355,30.31945736,30.24044316,30.16133372,30.08416752,30.00433028,29.90632344,29.80842076,29.71087216,29.61301322,29.51525674,29.39610725,29.27719095,29.15815769,29.03910907,28.91998735,28.80082717
Low & middle income,33.70642257,33.62062065,33.53410141,33.24561482,33.16279135,33.07681128,32.98989975,32.90259956,32.82476119,32.73526153,32.65571996,32.60426829,32.55346931,32.50189802,32.45066686,32.39888554,32.36092939,32.32184986,32.28305197,32.24475049,32.20531926,32.15878036,32.11277749,32.06738735,32.02159024,31.97533642,31.92907099
Lesotho,1.317523057,1.324110697,1.330698337,1.337285852,1.343873493,1.350461133,1.357048773,1.3636364140000001,1.370223929,1.376811569,1.383399209,1.38998685,1.39657449,1.403162005,1.409749645,1.4163372859999999,1.4229249259999999,1.429512567,1.436100081,1.4426877219999998,1.4492753619999998,1.4822134390000001,1.515151515,1.548089592,1.5810276680000002,1.6139657440000001,1.646903821
Late-demographic dividend,38.78138069,38.7723618,38.76538771,38.7606379,38.75686696,38.75151067,38.74390044,38.73534408,38.72514529,38.71125893,38.7220969,38.72022243,38.71746974,38.715159,38.71216548,38.70940915,38.75404419,38.79573483,38.83793688,38.87928197,38.92067553,38.94109383,38.96168763,38.98115949,39.00159707,39.02203108,39.04246364
Lithuania,31.03063178,31.03063178,31.26994257,31.38959796,31.50925335,31.62890874,31.74856414,31.86821953,31.98787492,32.10753031,32.22718571,32.54945678,32.87172786,33.19400283,33.51627391,33.83854499,33.99489548,34.15124597,34.31032951,34.46669248,34.62305544,34.65551957,34.68743073,34.718787400000004,34.76456504,34.79648843,34.83285866
Luxembourg,,,,,,,,,,,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109
Latvia,51.01614252,51.01614252,51.23480686,51.34413551,51.45346808,51.56280066,51.67213323,51.7814658,51.89079445,52.00012702,52.1094596,52.289534700000004,52.4696098,52.64968883,52.82976393,53.00983903,53.19312899,53.37642287,53.55971283,53.75683657,53.88817481,53.92925888,53.95304035,53.95079516,53.96590701,53.97233837,53.97876974
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,
Morocco,11.10015685,11.10889514,11.11763344,11.12637283,11.13511113,11.14384943,11.15258773,11.16132602,11.17006542,11.17880371,11.18754201,11.37037889,11.55321576,11.73605155,11.91888842,12.101725300000002,12.22316871,12.34461103,12.46605444,12.58749676,12.70894017,12.69101501,12.67308985,12.65516469,12.63723952,12.61931436,12.6013892
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,9.704898083,9.704898083,9.735320961000001,9.726858877,9.744990892999999,9.76313392,9.778317643,9.796476306,9.814646004,9.832826747999999,9.854014599,10.0912405,10.32846734,10.56890763,10.80292008,11.0367893,11.17664962,11.31650995,11.45636935,11.59622967,11.75038052,11.89041114,12.02678065,12.15936703,12.30301168,12.43917275,12.57525102
Madagascar,23.54438216,23.42934211,23.31430374,23.19926369,23.08422532,22.96918527,22.85414522,22.73910685,22.6240668,22.50902843,22.39398838,22.33036421,22.26674004,22.20311586,22.13949169,22.07586752,21.97785191,21.8798363,21.78182068,21.68380507,21.58578946,21.54882734,21.52132624,21.49364043,21.46613957,21.43863871,21.41113785
Maldives,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333
Middle East & North Africa,1.775240626,1.780327807,1.785412784,1.7905,1.795588062,1.800675235,1.805763298,1.810850469,1.815938575,1.821026637,1.82611381,1.8593163369999999,1.892518933,1.925751394,1.958956181,1.992157582,2.005801705,2.019453724,2.033106647,2.047219955,2.0608801,2.062104273,2.063329705,2.06459012,2.065815943,2.06703976,2.068264864
Mexico,35.88569665,35.78775255,35.68980844,35.59186032,35.49391622,35.39597212,35.29802802,35.20008391,35.10213579,35.00419169,34.90624759,34.82671799,34.74718839,34.66766281,34.58813321,34.50860362,34.44841688,34.38823015,34.32804342,34.26785668,34.20766995,34.16054859,34.11342724,34.0663099,34.01918854,33.97206718,33.92494583
Marshall Islands,,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413
Middle income,34.32900339,34.25246129999999,34.17605463,34.10090914,34.02923841,33.95376881,33.87717753,33.80011752,33.73447047,33.65476019,33.58721882,33.55038779,33.51434565,33.47729012,33.44071859,33.40349061,33.38360288,33.36233442,33.3414034,33.32107488,33.29967333,33.26537886,33.23162694,33.19862212,33.16462547,33.13057185,33.0965024
North Macedonia,35.86315376,35.86315376,36.22493166,36.40581942,36.58670957,36.76759733,36.94848508,37.12937523,37.31026299,37.49115314,37.6720409,37.80574221,37.93944112,38.07314244,38.20684135,38.34054267,38.52143042,39.00911662,39.19143828,39.38937448,39.57176844,39.57176844,39.57176844,39.57176844,39.57176844,39.57176844,39.57176844
Mali,5.482752686,5.418008671,5.353264656,5.28852064,5.223776625,5.15903261,5.094288594,5.0295445789999995,4.964800564,4.900056548999999,4.835312533,4.770568518,4.7058245030000005,4.641080487,4.5763364719999995,4.511592457,4.446848442,4.382104426000001,4.317360411,4.2526163960000005,4.187872381,4.123128365,4.05838435,3.993640335,3.9288963189999997,3.8641523039999996,3.7994082889999996
Malta,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981
Myanmar,60.00856872,59.34296294,58.67735716,58.01175138,57.34614561,56.68053983,56.01493405,55.34932827,54.683722499999995,54.01811672,53.35251094,52.87909166,52.4056664,51.93224712,51.46827223,50.999449,50.51708332,50.03947971,49.58166754,49.10852535,48.63760218,47.79898607,46.97266971,46.14105589,45.30440435,44.4677528,43.63110126
Middle East & North Africa (excluding high income),2.148237907,2.153832562,2.15942733,2.165022041,2.170616697,2.1762113519999997,2.181806007,2.187400662,2.192995374,2.198590029,2.204184684,2.247195149,2.290206859,2.333267384,2.376285424,2.4192970480000002,2.436897552,2.454511953,2.472129217,2.490469624,2.508094919,2.509307701,2.510520483,2.51178908,2.513001896,2.514214698,2.515427499
Montenegro,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,46.54275093,49.53159942,52.52044791,55.50929187,58.49814036,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885,61.48698885
Mongolia,8.069208785,8.016490904,7.963773652,7.911055772,7.85833852,7.805620639,7.752902757999999,7.700185506,7.647467626,7.594750374,7.542032493,7.489379358,7.436726222999999,7.3840724589999995,7.331419324,7.278766189,7.501635105,7.7245040220000005,7.94737231,8.170241227,8.393110144,8.330492496,8.267874848,8.205257827999999,8.14264018,8.080022532000001,8.017404884
Northern Mariana Islands,,72.69564919,72.34782343,71.99999768,71.63043644,71.28261069,70.91304116,70.56521540000001,70.19565416,69.84782841,69.47825888,69.13043312,68.78260737,68.41304199,68.06521623,67.69565085,67.34782509,66.97825971,66.63043395,66.26086857,65.91304281,65.54347743,65.19565168,64.84782592,64.47826054,64.13043478,63.78260903
Mozambique,55.16162669,54.88313538,54.60464407,54.32615275,54.04766144,53.76917012,53.49067881,53.21218749,52.93369618,52.65520486,52.37671355,52.09466062,51.81260769,51.53055973,51.248506799999994,50.96645388,50.68491259,50.40336634,50.12182505,49.84027879,49.55873751,49.29627097,49.03379946,48.77133292,48.50886141,48.24639487,47.98392833
Mauritania,0.40263898299999995,0.393130894,0.383622775,0.374114685,0.364606566,0.355098477,0.34559038700000005,0.33608226799999996,0.32657417899999996,0.31706606,0.30755797,0.297855826,0.28815368199999997,0.278451538,0.268749394,0.259047249,0.25419617699999997,0.249345105,0.244494033,0.23964296100000002,0.23479188899999998,0.23139613899999997,0.228000388,0.224604638,0.221208887,0.217813137,0.21441738600000002
